survey_type,province,city,county,gender,nationality,religion,edu,edu_yr,income,political,floor_area,property_0,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,income_cut,happiness
1,11,30,53,1,1,1,10,2013.0,10000,2,100.0,0,0,0,1,0,0,0,0,178,140,5,5,3,2,2.0,1,1,1,1,5,1,5,4,5,5,5,3,1,1,1,5,1,4,4,2,7.0,2.0,5,1,3,9,10,8,0.0,1,2,200000.0,1,3,3,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960,3,1,1964,4,10,3,-8,2,-8,-8,-8,-8,-8,3,2,2,5,5,5,-8,5,1,30,20,5,5,5.0,5,10,40,50,3,17,7,4,2,3
2,6,13,29,2,1,1,3,1966.0,2000,1,100.0,0,0,0,0,0,0,0,0,150,94,3,3,3,1,1.0,3,3,2,5,1,1,3,5,4,4,4,4,3,4,4,4,5,3,3,2,3.0,3.0,2,3,3,3,3,3,0.0,1,2,10000.0,3,2,1,2,1,0,0,0,0,0,1,3,1981.0,1954.0,1981.0,1.0,1.0,1.0,8000.0,3.0,0.0,0.0,1928,1,2,1928,1,2,2,2,3,2,3,3,3,2,3,3,4,3,3,3,4,3,3,80,80,80,70,80.0,70,90,80,80,3,9,8,2,2,3
1,12,32,57,2,1,-8,4,1979.0,0,2,100.0,0,1,0,0,0,0,0,0,160,100,4,-8,4,5,2.0,3,3,1,4,4,1,1,4,2,5,5,3,3,3,5,2,2,2,4,3,5.0,5.0,2,2,5,3,7,5,0.0,2,1,100000.0,3,2,1,1,0,0,0,0,0,0,0,3,1985.0,1963.0,1985.0,4.0,1.0,2.0,100000.0,1.0,1.0,1.0,-2,-8,8,-2,1,1,3,2,3,3,3,3,3,3,4,2,2,3,3,3,-8,1,2,60,60,60,60,60.0,60,60,60,60,3,14,7,4,1,4
2,3,6,13,1,1,1,14,1986.0,15000,1,85.0,0,1,0,0,0,0,0,0,172,120,4,5,5,1,1.0,1,1,1,5,1,1,1,5,4,4,5,4,4,5,5,5,5,2,1,1,5.0,6.0,1,1,6,3,9,2,0.0,1,2,30000.0,2,2,1,2,1,0,0,0,0,0,2,3,1993.0,1970.0,1993.0,14.0,1.0,1.0,15000.0,3.0,0.0,0.0,1932,1,2,1931,1,2,3,1,4,2,3,2,1,1,4,2,1,1,1,1,1,1,5,100,90,60,80,70.0,80,70,60,50,3,17,9,4,3,4
1,1,1,8,2,1,1,4,1962.0,36000,1,49.0,0,0,0,0,0,0,0,0,150,130,3,3,4,2,3.0,4,2,5,5,2,1,1,4,2,2,4,4,4,3,4,5,2,3,3,2,5.0,5.0,2,2,3,3,3,3,0.0,1,1,36000.0,1,2,-3,2,1,0,0,0,0,0,0,7,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929,3,-8,1930,-8,15,3,2,3,2,4,4,4,3,4,4,2,4,3,3,2,1,2,50,50,40,50,50.0,40,60,50,50,3,13,8,3,4,2
2,16,44,75,2,1,1,4,-2.0,120000,1,150.0,0,0,0,1,0,0,0,0,165,120,5,4,4,1,2.0,1,1,1,3,1,5,1,4,3,4,4,4,4,4,4,4,5,2,3,1,6.0,6.0,2,2,5,3,9,3,1.0,1,1,120000.0,4,3,2,2,1,0,0,0,0,0,0,3,2000.0,1974.0,2000.0,3.0,1.0,1.0,120000.0,1.0,1.0,1.0,-2,1,2,-2,1,2,2,1,4,2,4,2,2,2,4,4,2,4,2,2,2,2,4,60,60,60,60,60.0,60,60,60,80,3,15,7,4,5,4
1,19,57,92,2,1,0,4,-2.0,100000,1,90.0,0,0,0,0,0,0,0,1,162,90,4,3,4,2,1.0,3,2,3,2,4,3,3,4,3,3,2,3,4,3,2,4,2,4,3,3,4.0,4.0,4,4,5,6,4,5,1.0,2,2,70000.0,1,3,1,2,1,0,0,0,0,0,0,3,1994.0,1970.0,1994.0,4.0,1.0,2.0,-3.0,4.0,0.0,0.0,-2,4,2,-2,4,2,2,1,3,2,3,2,3,2,4,3,3,2,3,3,4,3,3,70,60,65,75,70.0,80,75,60,65,3,20,7,5,5,4
2,11,30,53,1,1,1,1,-2.0,12000,1,100.0,0,0,1,0,0,0,0,0,170,120,3,4,3,1,1.0,1,1,1,4,1,3,5,5,4,5,5,4,4,5,5,5,5,1,5,1,8.0,8.0,1,4,4,2,4,1,0.0,1,1,60000.0,5,3,1,2,1,0,0,0,0,0,1,3,1988.0,1969.0,1988.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1938,1,2,1940,1,2,2,2,5,3,5,4,3,3,5,-8,2,4,4,-8,-8,1,5,80,90,80,90,80.0,80,80,90,70,3,11,7,2,3,4
2,10,26,48,2,1,1,4,1981.0,10000,1,300.0,0,1,0,0,0,0,0,0,156,110,4,4,4,1,1.0,2,2,2,4,2,2,2,4,3,4,4,3,4,4,4,2,4,2,3,1,4.0,4.0,1,3,8,6,10,6,1.0,1,2,30000.0,3,3,1,1,1,0,0,0,0,0,0,3,1993.0,1965.0,1993.0,5.0,1.0,1.0,10000.0,1.0,3.0,1.0,1942,1,1,1940,4,2,2,2,3,2,4,4,4,3,4,4,3,4,3,2,3,2,4,70,70,80,70,80.0,70,60,70,80,3,16,7,4,2,4
2,22,67,107,1,8,1,3,-2.0,3000,1,60.0,0,0,1,0,0,0,0,0,170,110,3,5,5,1,1.0,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,2,4,1,6.0,6.0,1,4,4,1,6,2,0.0,1,1,4000.0,2,3,2,2,1,0,0,0,0,0,2,3,1987.0,1968.0,1987.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,1,2,-2,1,2,2,3,2,2,4,2,3,2,4,4,1,-8,4,-8,-8,1,4,100,0,100,100,80.0,100,0,100,100,3,12,7,3,2,3
1,29,82,125,2,1,1,1,-2.0,8000,1,40.0,0,1,0,0,0,0,0,0,150,85,3,2,2,1,1.0,3,1,2,2,1,1,1,5,5,1,1,4,4,5,1,2,5,2,2,1,2.0,1.0,4,4,1,1,4,1,0.0,1,1,23000.0,2,3,1,2,1,0,0,0,0,0,0,3,1980.0,1958.0,1980.0,4.0,1.0,1.0,15000.0,3.0,0.0,0.0,1933,1,2,1932,2,15,2,2,4,4,5,5,4,4,4,4,4,5,5,5,4,5,4,30,50,90,70,78.0,70,68,90,70,3,10,7,2,2,5
1,16,46,78,2,1,1,6,1976.0,30000,2,120.0,0,1,0,0,0,0,0,0,156,96,4,4,4,2,1.0,3,4,2,5,1,1,1,5,1,3,3,3,3,2,1,5,5,1,4,2,8.0,8.0,1,3,8,6,10,4,0.0,1,1,-2.0,5,3,1,2,1,0,0,0,0,0,1,3,1983.0,1964.0,1983.0,6.0,4.0,2.0,30000.0,1.0,3.0,1.0,1920,-8,-8,1925,1,15,2,2,3,-8,4,4,4,4,5,5,4,4,4,4,3,3,3,90,80,90,80,80.0,85,80,90,80,3,16,7,4,4,3
1,28,81,122,2,1,-8,4,-2.0,-1,1,80.0,0,1,0,0,0,0,0,0,157,105,2,2,2,1,3.0,1,1,1,4,4,4,1,5,2,5,5,2,2,1,2,5,1,3,4,2,7.0,2.0,3,3,4,3,8,3,0.0,1,2,20000.0,5,2,1,2,1,0,0,0,0,0,0,3,2012.0,1989.0,2012.0,4.0,1.0,1.0,20000.0,5.0,0.0,0.0,1965,2,15,1966,1,15,3,2,3,4,5,3,5,5,5,5,1,3,3,3,5,1,3,78,86,75,74,72.0,73,79,76,78,3,10,7,2,0,4
1,22,67,107,2,1,0,12,1993.0,60000,1,130.0,0,1,1,0,0,0,0,0,165,104,3,3,4,5,1.0,2,2,1,4,5,1,2,5,4,2,5,4,4,2,1,5,1,2,3,3,7.0,5.0,3,4,7,5,7,3,1.0,1,1,180000.0,2,3,1,2,1,0,0,0,0,0,1,3,1995.0,1967.0,1995.0,12.0,4.0,5.0,120000.0,1.0,3.0,1.0,1927,3,2,1930,1,2,2,1,4,2,3,3,-8,-8,5,4,3,4,3,3,-8,3,2,80,80,70,70,80.0,75,85,80,85,3,11,7,2,5,4
1,16,44,75,2,1,1,3,-2.0,40000,1,90.0,0,1,0,0,0,0,0,0,158,120,4,4,3,2,1.0,2,1,2,4,1,1,2,5,5,5,5,4,5,5,4,5,5,2,4,2,6.0,5.0,1,3,5,5,4,3,0.0,1,1,70000.0,2,3,1,2,1,0,0,0,0,0,0,3,1956.0,1932.0,1956.0,6.0,1.0,2.0,30000.0,5.0,0.0,0.0,-2,1,2,-2,1,2,2,2,4,2,4,3,-8,-8,4,4,2,4,3,2,2,1,4,79,87,67,78,86.0,68,75,60,80,3,9,7,2,5,4
2,18,51,84,2,1,1,1,-2.0,6500,1,90.0,0,1,0,0,0,0,0,0,162,105,4,4,4,1,1.0,1,1,1,4,1,1,1,5,3,5,5,4,4,5,5,5,5,4,4,1,2.0,2.0,2,4,5,4,6,4,0.0,1,1,30000.0,4,3,1,2,1,0,0,0,0,0,1,3,1976.0,1973.0,1976.0,1.0,1.0,1.0,15000.0,3.0,0.0,0.0,1926,1,2,1928,1,16,2,2,4,2,4,3,3,3,4,4,2,-8,-8,-8,-8,1,4,80,82,70,70,70.0,68,65,60,60,3,13,7,3,2,4
1,27,80,120,1,1,1,3,-2.0,12000,1,91.0,0,0,0,0,0,0,0,0,155,95,5,5,5,2,1.0,1,1,1,5,1,1,1,5,4,5,5,4,4,5,3,5,5,3,2,1,2.0,4.0,1,4,3,3,2,3,0.0,1,1,60000.0,2,2,1,2,1,0,0,0,0,0,0,3,1980.0,1956.0,1980.0,3.0,1.0,2.0,10000.0,1.0,5.0,1.0,1920,1,2,1930,1,15,2,2,4,2,4,3,3,2,5,3,2,3,3,1,2,1,5,70,80,60,60,70.0,70,90,50,70,3,15,7,4,3,4
2,6,15,31,2,1,1,3,1983.0,10000,1,125.0,0,1,0,0,0,0,0,0,158,100,5,4,4,1,1.0,1,1,4,4,2,2,1,5,3,5,5,4,5,5,5,4,5,3,3,2,1.0,3.0,3,4,4,3,5,3,0.0,1,2,30000.0,3,2,1,2,1,0,0,0,0,0,0,3,1991.0,1969.0,1991.0,3.0,1.0,1.0,20000.0,3.0,0.0,0.0,1938,1,2,1947,1,2,3,1,4,2,3,3,3,3,5,-8,3,-8,3,-8,-8,2,3,90,90,90,90,90.0,90,90,90,90,3,8,8,2,2,4
1,4,7,17,1,1,1,12,1980.0,50000,4,50.0,0,0,0,0,0,0,0,0,168,150,3,3,5,5,3.0,2,1,1,5,3,3,1,5,3,4,4,4,4,1,1,5,3,2,3,4,3.0,3.0,2,2,6,6,6,5,0.0,1,1,80000.0,2,4,1,2,1,0,0,0,0,0,0,3,1979.0,1958.0,1979.0,6.0,1.0,5.0,40000.0,5.0,0.0,0.0,-2,4,1,-2,-8,16,2,1,4,2,4,4,4,4,5,5,3,4,-8,-8,5,1,3,70,60,50,60,60.0,60,60,70,70,4,16,10,4,5,4
2,31,89,134,1,1,1,3,-2.0,30000,1,80.0,0,0,0,0,0,0,0,0,170,150,5,5,5,1,1.0,1,1,2,5,1,1,1,5,2,5,5,4,3,2,5,5,5,3,4,-8,4.0,3.0,1,4,6,5,6,5,0.0,1,2,30000.0,3,3,1,2,1,0,0,0,0,0,2,3,1994.0,1972.0,1994.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,4,2,-2,3,2,2,1,4,2,5,5,5,5,5,4,4,4,4,-8,-8,1,5,100,100,100,100,100.0,100,100,100,100,3,15,8,4,4,5
2,16,44,75,1,1,1,4,1984.0,40000,1,400.0,0,0,0,0,0,0,0,0,165,115,4,5,5,5,1.0,1,1,1,4,4,2,1,5,5,5,5,4,4,2,5,5,1,2,3,2,2.0,5.0,1,2,5,2,5,5,2.0,1,1,50000.0,5,2,1,2,1,0,0,0,0,0,1,3,1994.0,1976.0,1994.0,4.0,1.0,5.0,0.0,5.0,0.0,0.0,1945,3,2,1947,1,2,3,1,2,3,5,1,2,2,5,2,2,2,2,1,2,1,3,70,70,70,70,60.0,70,70,70,80,3,9,7,2,5,4
2,18,54,88,1,1,1,6,1996.0,15000,4,90.0,0,0,0,0,0,0,0,0,167,120,5,4,4,1,1.0,3,3,1,4,4,4,2,3,4,2,4,3,3,2,3,5,2,4,4,3,1.0,1.0,1,4,6,5,8,3,0.0,1,1,20000.0,5,3,1,2,1,0,0,0,0,0,1,3,2006.0,1979.0,2006.0,5.0,1.0,1.0,5000.0,2.0,0.0,0.0,1955,4,2,1956,3,2,2,1,4,2,4,4,4,4,4,4,3,5,4,4,4,2,5,40,70,70,75,75.0,80,85,50,60,3,13,7,3,3,4
1,10,27,50,1,1,1,3,-2.0,40000,1,120.0,0,1,0,0,0,0,0,0,170,138,3,4,2,1,1.0,1,1,3,5,1,1,1,5,4,5,-8,4,4,4,1,4,5,4,4,1,3.0,3.0,1,2,4,2,6,1,0.0,1,1,50000.0,3,1,1,2,1,0,0,0,0,0,1,3,1963.0,1945.0,1963.0,1.0,1.0,1.0,20000.0,4.0,0.0,0.0,-2,3,2,-2,3,2,3,2,5,3,4,4,4,3,5,-8,4,5,4,-8,-8,1,5,50,40,40,50,50.0,60,50,30,30,3,18,7,5,5,5
1,12,32,56,2,1,1,6,1974.0,30000,4,80.0,0,0,1,0,0,0,0,0,163,120,3,4,4,5,2.0,2,2,2,4,3,3,1,4,2,3,4,3,2,3,1,5,2,3,3,2,3.0,3.0,5,3,7,7,8,3,0.0,1,1,30000.0,1,2,0,2,0,1,1,0,0,0,0,7,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930,3,1,1936,1,1,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,70,70,60,70,70.0,70,70,70,70,3,15,7,4,4,4
2,18,52,86,2,1,1,4,2005.0,10000,1,250.0,0,1,0,0,0,0,0,0,160,100,5,4,4,1,1.0,2,3,1,5,5,1,1,4,3,3,5,3,3,1,3,5,1,3,3,2,2.0,3.0,1,2,5,3,8,2,0.0,1,-8,50000.0,3,3,1,2,1,0,0,0,0,0,0,3,2013.0,1988.0,2013.0,6.0,1.0,1.0,50000.0,2.0,0.0,0.0,1968,1,2,1968,1,15,2,1,4,3,5,4,5,5,5,4,3,4,3,4,4,2,5,80,70,70,85,65.0,80,80,85,85,3,17,7,4,2,4
1,15,39,70,1,1,1,11,2014.0,0,1,67.0,0,0,0,0,0,0,1,0,183,130,5,5,5,2,2.0,1,1,1,2,5,4,4,3,3,4,4,4,2,2,2,5,1,5,5,5,3.0,2.0,6,4,5,3,6,3,0.0,1,-1,60000.0,3,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,4,12,1972,4,12,3,1,5,-8,3,3,3,3,5,5,2,5,3,3,-8,2,3,80,80,80,80,80.0,80,80,80,80,3,11,7,2,1,4
2,6,12,28,2,1,1,3,1958.0,7200,2,50.0,0,0,1,0,0,0,0,0,150,124,1,2,4,1,1.0,3,3,1,5,1,1,1,5,2,3,5,4,2,2,5,5,5,4,4,3,1.0,1.0,1,4,5,5,5,1,0.0,1,1,7200.0,1,2,0,2,1,0,0,0,0,0,0,7,1967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,16,-2,1,16,2,1,4,-8,4,4,4,4,4,4,3,4,4,4,3,3,5,60,80,70,90,60.0,75,69,70,70,3,15,7,4,2,4
1,7,18,38,2,1,1,6,1978.0,26400,1,60.0,0,1,0,0,0,0,0,0,168,120,3,4,4,2,1.0,1,1,1,5,1,1,1,5,4,4,5,4,4,5,2,5,5,1,4,1,8.0,8.0,1,3,4,4,-8,3,0.0,1,1,45600.0,2,3,1,2,1,0,0,0,0,0,1,3,1985.0,1959.0,1985.0,4.0,1.0,2.0,19200.0,1.0,3.0,1.0,-2,-8,16,-2,-8,15,2,2,4,3,4,3,-8,-8,5,5,4,-8,2,-8,-8,1,2,80,80,80,60,60.0,70,40,80,80,3,18,8,5,4,4
1,6,14,30,2,1,1,1,-2.0,7000,1,78.0,1,0,0,0,0,0,0,0,157,120,2,3,3,1,1.0,1,1,1,5,1,1,1,5,1,5,5,5,5,5,5,5,5,2,1,1,5.0,6.0,1,1,2,2,2,2,0.0,2,2,10000.0,5,2,1,2,1,0,0,0,0,0,0,3,1989.0,1965.0,1989.0,1.0,1.0,1.0,3000.0,3.0,0.0,0.0,-2,1,2,-2,1,2,3,3,4,2,4,2,2,2,3,2,1,1,1,1,1,1,4,70,77,70,60,70.0,80,60,50,60,3,15,8,4,2,2
1,24,72,112,2,1,1,4,1976.0,15600,1,143.0,0,1,0,0,0,0,0,0,156,110,3,3,3,5,1.0,1,1,1,4,1,1,1,5,3,5,5,4,4,1,5,2,5,3,4,1,3.0,7.0,2,3,5,4,5,4,0.0,1,1,73200.0,3,3,2,2,0,1,0,0,0,0,0,3,1984.0,1959.0,1984.0,10.0,1.0,2.0,27600.0,1.0,3.0,1.0,1929,3,1,1932,1,5,3,2,4,3,3,2,3,3,4,4,4,4,4,4,4,3,4,80,80,80,80,70.0,80,70,80,80,3,11,7,2,3,3
2,18,53,87,1,1,1,4,1982.0,3000,1,70.0,0,0,0,0,0,0,0,0,168,140,4,4,4,1,1.0,4,4,4,5,1,1,1,5,3,2,5,4,4,2,2,5,5,4,3,2,1.0,1.0,1,4,5,4,5,4,0.0,1,1,5000.0,4,2,1,2,1,0,0,0,0,0,0,3,-2.0,1966.0,-2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,-2,1,2,-2,1,2,2,1,5,2,5,4,4,3,5,4,3,4,4,4,4,2,4,80,30,60,80,65.0,70,80,50,30,3,15,7,4,2,5
2,10,24,46,1,1,1,6,1999.0,60000,1,90.0,0,0,0,0,0,0,0,0,172,170,5,4,5,1,1.0,2,3,2,4,4,4,1,4,4,3,5,4,4,2,2,5,3,3,4,2,4.0,5.0,1,5,6,4,7,3,0.0,1,2,70000.0,5,4,1,2,1,0,0,0,0,0,1,3,2006.0,1979.0,2006.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0,1935,4,16,1940,1,2,2,1,4,2,4,4,5,4,5,4,4,4,3,3,3,2,5,100,90,100,80,90.0,90,90,80,90,3,19,7,5,5,4
1,22,65,104,2,1,1,7,1993.0,18000,1,80.0,0,0,0,0,0,0,0,1,152,100,4,5,5,5,1.0,2,2,1,4,1,3,2,5,3,4,5,4,4,4,2,5,5,3,4,3,7.0,3.0,1,3,5,4,7,5,1.0,1,1,40000.0,3,2,1,2,1,0,0,0,0,0,1,3,2002.0,1975.0,2002.0,12.0,1.0,5.0,22000.0,1.0,3.0,1.0,1948,4,1,1950,4,5,2,2,3,-8,5,5,5,5,5,5,2,4,4,4,4,2,3,95,85,90,80,-2.0,85,80,-2,85,3,14,7,4,3,5
1,19,57,91,2,1,1,4,-2.0,30000,1,67.0,0,0,0,0,0,0,0,0,158,145,4,5,5,5,1.0,4,1,4,5,4,4,1,5,3,1,3,3,2,1,1,3,1,4,4,3,2.0,4.0,1,1,1,1,1,1,0.0,1,1,30000.0,2,1,1,2,1,0,0,0,0,0,1,3,1987.0,1963.0,1987.0,4.0,1.0,5.0,0.0,5.0,0.0,0.0,-2,1,1,-2,1,1,3,3,4,3,4,4,4,4,4,4,2,2,2,3,4,1,4,80,50,80,60,70.0,50,-2,60,60,3,19,7,5,4,3
1,24,71,111,2,1,1,1,-2.0,0,1,150.0,0,0,0,0,0,0,0,0,156,105,5,5,5,2,1.0,1,1,1,5,1,1,1,5,1,5,5,4,4,5,5,5,5,5,4,1,1.0,7.0,1,3,2,1,3,1,0.0,1,2,10000.0,1,3,1,2,0,0,0,0,0,0,0,3,-2.0,1952.0,1980.0,1.0,1.0,2.0,10000.0,3.0,0.0,0.0,-2,1,5,-2,1,15,2,2,5,-8,4,-8,-8,-8,4,-8,3,-8,-8,-8,-8,3,5,-3,-3,-3,-3,-3.0,-3,-3,-3,-3,3,10,7,2,1,3
2,16,45,76,2,1,1,3,-2.0,30000,1,120.0,0,1,0,0,0,0,0,0,155,130,4,4,5,1,1.0,1,1,1,5,5,1,1,5,2,5,5,3,4,1,5,3,1,5,5,1,1.0,3.0,6,2,4,2,6,3,0.0,1,1,200000.0,4,3,2,1,1,0,0,0,0,0,0,3,1987.0,1965.0,1987.0,4.0,1.0,1.0,30000.0,1.0,3.0,2.0,1945,1,2,1947,1,2,2,2,4,2,4,2,3,3,4,4,5,2,2,2,-8,2,4,50,40,30,40,50.0,50,40,20,20,3,15,7,4,4,4
1,26,76,116,2,1,1,6,1989.0,80000,1,105.0,0,1,0,0,0,0,0,0,157,105,4,5,5,1,1.0,2,3,1,3,3,1,2,4,3,3,5,4,3,3,2,3,2,3,4,2,7.0,4.0,2,4,5,4,4,3,1.0,1,1,160000.0,3,3,2,1,1,0,0,0,0,0,0,3,1996.0,1970.0,1996.0,6.0,1.0,5.0,80000.0,1.0,3.0,1.0,-2,1,2,-2,1,2,2,2,4,2,3,3,-8,-8,4,3,3,4,3,3,4,3,2,60,60,50,70,60.0,60,60,60,70,4,16,10,4,5,4
2,6,16,32,1,1,1,4,1984.0,5000,1,200.0,0,0,0,0,0,0,0,0,163,102,2,2,3,2,1.0,5,1,3,4,2,1,1,5,3,1,5,4,3,5,5,5,5,2,2,1,4.0,3.0,2,4,4,3,4,3,0.0,1,2,5000.0,1,3,1,2,1,0,0,0,0,0,0,6,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941,3,-8,1940,1,2,3,2,3,2,5,4,4,4,5,4,3,4,2,-8,-8,2,5,80,80,-2,-2,70.0,80,80,80,80,3,11,8,2,2,2
1,6,15,31,1,1,1,3,-2.0,50000,1,55.0,0,0,0,0,0,0,0,1,165,112,3,3,4,1,2.0,1,1,2,4,1,1,1,5,2,5,5,4,2,3,4,5,5,2,3,1,2.0,2.0,2,3,5,6,5,2,0.0,1,1,100000.0,2,3,0,2,1,0,0,0,0,0,0,3,1971.0,1948.0,1971.0,1.0,1.0,1.0,50000.0,4.0,0.0,0.0,1922,1,2,1925,1,2,2,2,3,3,4,3,4,4,5,4,4,3,3,3,3,2,3,70,70,80,70,70.0,70,70,70,70,3,10,8,2,5,4
2,22,65,103,2,1,1,3,-2.0,900,1,90.0,0,1,0,0,0,0,0,0,156,78,2,1,3,1,1.0,1,1,1,3,1,1,5,5,4,5,5,4,4,5,5,4,5,5,5,1,6.0,6.0,1,2,3,2,4,1,0.0,1,1,900.0,3,2,1,2,1,0,0,0,0,0,0,3,1959.0,1937.0,1959.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,1,2,-2,1,2,3,2,3,2,4,4,4,4,5,3,3,3,3,3,3,2,5,70,60,70,90,80.0,90,70,60,80,3,11,7,2,1,3
2,15,42,73,1,1,0,3,1948.0,55000,1,300.0,0,0,0,0,0,0,0,0,165,140,4,4,4,5,3.0,4,1,3,4,1,1,1,5,4,3,5,4,4,5,3,5,5,3,4,3,6.0,1.0,3,4,5,4,-8,2,0.0,1,1,2400.0,2,3,1,2,1,0,0,0,0,0,1,3,1953.0,1934.0,1953.0,2.0,1.0,1.0,1000.0,4.0,0.0,0.0,1893,2,10,1911,1,9,1,2,-8,2,5,5,5,5,-8,-8,3,5,5,-8,-8,5,4,80,60,70,70,80.0,60,60,70,70,3,17,7,4,5,4
1,17,48,80,2,1,1,9,2009.0,30000,1,89.0,0,1,0,0,0,0,0,0,163,137,5,5,4,1,1.0,2,3,2,5,3,4,1,4,3,2,3,3,3,2,4,5,4,4,4,2,5.0,3.0,2,4,5,4,6,5,1.0,1,1,80000.0,3,2,1,1,1,0,0,0,0,0,1,3,2007.0,1985.0,2007.0,7.0,1.0,1.0,50000.0,1.0,3.0,1.0,1960,4,2,1962,3,2,2,1,3,3,4,3,4,4,5,4,-8,5,3,3,4,2,4,90,80,80,70,80.0,80,80,70,70,3,9,7,2,4,4
1,24,72,112,2,1,0,4,1956.0,27600,1,280.0,0,0,0,0,0,0,0,0,152,84,3,4,5,4,1.0,2,1,1,5,1,1,1,5,4,3,5,4,2,5,4,5,5,4,4,2,1.0,1.0,4,5,5,4,5,3,0.0,1,1,-2.0,1,3,2,2,0,0,0,0,0,0,1,7,1964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,2,2,-2,1,2,2,1,4,2,5,5,4,4,5,5,2,5,5,3,3,1,4,80,80,80,80,80.0,80,80,80,80,3,18,8,5,4,5
1,1,1,7,2,1,-8,10,2011.0,40000,1,40.0,0,0,0,0,0,0,0,1,162,84,4,4,4,2,3.0,2,3,2,5,5,4,1,3,3,4,4,2,3,2,4,5,1,3,5,3,3.0,3.0,1,4,5,5,5,5,1.0,1,1,40000.0,1,3,0,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958,4,1,1960,4,15,2,2,4,2,4,3,3,3,5,4,4,3,3,3,3,1,2,60,60,60,60,60.0,60,60,60,60,3,11,9,2,5,4
1,27,77,117,1,1,0,7,1989.0,50000,1,80.0,0,0,0,0,0,0,0,0,174,160,2,3,3,2,2.0,3,3,4,4,4,1,2,3,3,2,2,4,3,3,3,3,1,2,3,3,2.0,3.0,1,2,5,4,5,5,1.0,1,1,70000.0,2,3,2,1,1,0,0,0,0,0,1,3,1991.0,1975.0,1991.0,9.0,1.0,2.0,20000.0,1.0,3.0,1.0,1939,2,9,1942,2,1,2,2,4,3,4,4,4,4,3,4,2,4,4,3,4,1,4,50,50,50,50,50.0,50,50,60,60,3,12,7,3,5,4
1,21,63,99,1,1,0,4,1966.0,25000,1,200.0,0,0,1,0,0,0,0,0,160,130,3,4,4,4,2.0,3,2,1,4,1,1,1,5,5,1,5,5,5,5,5,5,5,2,5,5,2.0,2.0,2,2,4,3,4,2,0.0,1,1,45000.0,1,3,1,2,1,0,0,0,0,0,1,3,1976.0,1955.0,1976.0,3.0,1.0,2.0,15000.0,5.0,0.0,0.0,-2,1,2,1928,1,2,3,1,4,3,4,3,-8,-8,3,3,3,-8,-8,-8,-8,2,5,40,50,-2,30,40.0,40,40,35,50,3,9,7,2,4,4
2,6,15,31,2,1,1,4,2001.0,36000,1,300.0,0,0,0,1,0,0,0,0,160,100,3,3,3,1,1.0,2,2,2,3,4,1,2,4,3,3,5,4,3,2,3,3,1,3,3,3,3.0,3.0,3,2,4,3,5,3,1.0,1,2,80000.0,5,3,1,2,1,0,0,0,0,0,1,3,2010.0,1981.0,2010.0,9.0,1.0,1.0,30000.0,1.0,3.0,1.0,1965,3,2,1965,3,2,2,1,4,3,4,4,4,4,4,4,2,4,4,4,4,2,3,70,70,70,70,70.0,70,70,70,70,3,13,8,3,4,3
